celltypebydonor,new_count
ClubUCSDX15,69
ClubUCSDX16,2
ClubUCSDX18,29
ClubUCSDX19,1
ClubUCSDX2,4
ClubUCSDX21,2
ClubUCSDX23,2
ClubUCSDX24,74
ClubUCSDX25,36
ClubUCSDX27,5
ClubUCSDX28,45
ClubUCSDX29,12
ClubUCSDX3,50
ClubUCSDX30,13
ClubUCSDX31,27
ClubUCSDX33,5
ClubUCSDX35,51
ClubUCSDX36,21
ClubUCSDX37,51
ClubUCSDX38,37
ClubUCSDX39,5
ClubUCSDX4,98
ClubUCSDX40,24
ClubUCSDX41,28
ClubUCSDX42,182
ClubUCSDX43,25
ClubUCSDX44,270
ClubUCSDX46,1
ClubUCSDX47,1
ClubUCSDX49,2
ClubUCSDX50,7
ClubUCSDX51,14
ClubUCSDX53,13
ClubUCSDX58,6
ClubUCSDX59,27
ClubUCSDX6,32
ClubUCSDX61,26
ClubUCSDX62,1
ClubUCSDX63,3
ClubUCSDX64,45
ClubUCSDX69,64
ClubUCSDX7,15
ClubUCSDX72,1
ClubUCSDX76,53
ClubUCSDX77,2
ClubUCSDX78,31
ClubUCSDX8,1
ClubUCSDX9,43
DCD042,8
DCD071,1
DCD122,16
DCD123,2
DCD176,3
DCD231,27
DCD239,2
DCD260,3
DCD265,122
DCD266,3
DCD271,4
DCD288,8
DCD291,2
DCD292,5
DCD294,15
DCD306,25
DCD312,9
DCD314,3
DCD315,3
DCD320,7
DCD332,7
DCD335,2
DCD339,54
DCD347,7
DCD355,9
DCD356,13
DCD357,3
DCD366,7
DCD369,4
DCD370,2
DCD376,2
DCD381,1
DCUCSDX10,4
DCUCSDX11,6
DCUCSDX13,98
DCUCSDX14,9
DCUCSDX15,13
DCUCSDX16,5
DCUCSDX18,8
DCUCSDX19,8
DCUCSDX2,33
DCUCSDX21,16
DCUCSDX23,1
DCUCSDX24,29
DCUCSDX25,46
DCUCSDX27,1
DCUCSDX29,11
DCUCSDX3,2
DCUCSDX30,63
DCUCSDX31,31
DCUCSDX33,48
DCUCSDX35,52
DCUCSDX36,24
DCUCSDX37,28
DCUCSDX38,49
DCUCSDX39,7
DCUCSDX4,26
DCUCSDX40,137
DCUCSDX41,18
DCUCSDX42,95
DCUCSDX43,9
DCUCSDX44,63
DCUCSDX49,1
DCUCSDX50,8
DCUCSDX51,14
DCUCSDX53,38
DCUCSDX58,10
DCUCSDX59,7
DCUCSDX6,17
DCUCSDX61,41
DCUCSDX62,6
DCUCSDX63,22
DCUCSDX64,16
DCUCSDX69,41
DCUCSDX7,12
DCUCSDX72,4
DCUCSDX76,29
DCUCSDX77,13
DCUCSDX78,16
DCUCSDX8,4
DCUCSDX9,20
Fibrotic.FBD042,17
Fibrotic.FBD071,1
Fibrotic.FBD122,1
Fibrotic.FBD123,25
Fibrotic.FBD176,4
Fibrotic.FBD231,54
Fibrotic.FBD239,1
Fibrotic.FBD260,9
Fibrotic.FBD265,2
Fibrotic.FBD266,49
Fibrotic.FBD288,2
Fibrotic.FBD292,2
Fibrotic.FBD294,18
Fibrotic.FBD306,18
Fibrotic.FBD312,8
Fibrotic.FBD314,16
Fibrotic.FBD320,40
Fibrotic.FBD332,58
Fibrotic.FBD339,4
Fibrotic.FBD347,13
Fibrotic.FBD355,7
Fibrotic.FBD356,21
Fibrotic.FBD357,12
Fibrotic.FBD366,3
Fibrotic.FBD369,7
Fibrotic.FBD370,8
Fibrotic.FBD381,21
Fibrotic.FBUCSDX11,1
Fibrotic.FBUCSDX13,55
Fibrotic.FBUCSDX14,12
Fibrotic.FBUCSDX15,49
Fibrotic.FBUCSDX16,15
Fibrotic.FBUCSDX18,56
Fibrotic.FBUCSDX19,11
Fibrotic.FBUCSDX2,14
Fibrotic.FBUCSDX21,2
Fibrotic.FBUCSDX23,3
Fibrotic.FBUCSDX24,39
Fibrotic.FBUCSDX28,25
Fibrotic.FBUCSDX29,67
Fibrotic.FBUCSDX3,2
Fibrotic.FBUCSDX30,48
Fibrotic.FBUCSDX31,58
Fibrotic.FBUCSDX33,2
Fibrotic.FBUCSDX35,8
Fibrotic.FBUCSDX36,52
Fibrotic.FBUCSDX37,23
Fibrotic.FBUCSDX38,187
Fibrotic.FBUCSDX39,35
Fibrotic.FBUCSDX4,49
Fibrotic.FBUCSDX40,7
Fibrotic.FBUCSDX41,61
Fibrotic.FBUCSDX42,276
Fibrotic.FBUCSDX43,110
Fibrotic.FBUCSDX44,66
Fibrotic.FBUCSDX50,3
Fibrotic.FBUCSDX51,52
Fibrotic.FBUCSDX53,20
Fibrotic.FBUCSDX59,17
Fibrotic.FBUCSDX6,7
Fibrotic.FBUCSDX61,266
Fibrotic.FBUCSDX62,23
Fibrotic.FBUCSDX63,11
Fibrotic.FBUCSDX64,405
Fibrotic.FBUCSDX69,61
Fibrotic.FBUCSDX7,5
Fibrotic.FBUCSDX72,1
Fibrotic.FBUCSDX76,55
Fibrotic.FBUCSDX77,4
Fibrotic.FBUCSDX78,65
Fibrotic.FBUCSDX8,1
Fibrotic.FBUCSDX9,10
GobletD042,26
GobletD071,5
GobletD116,4
GobletD122,50
GobletD123,4
GobletD176,33
GobletD231,30
GobletD239,2
GobletD260,5
GobletD265,4
GobletD266,2
GobletD271,6
GobletD283,5
GobletD288,36
GobletD291,9
GobletD292,17
GobletD294,39
GobletD306,41
GobletD311,3
GobletD312,14
GobletD314,40
GobletD315,33
GobletD320,1
GobletD332,20
GobletD335,39
GobletD339,37
GobletD347,19
GobletD351,1
GobletD355,14
GobletD356,9
GobletD357,15
GobletD366,30
GobletD369,2
GobletD370,4
GobletD371,3
GobletD376,45
GobletD381,8
GobletUCSDX10,42
GobletUCSDX11,15
GobletUCSDX13,54
GobletUCSDX14,82
GobletUCSDX15,56
GobletUCSDX16,1
GobletUCSDX18,38
GobletUCSDX19,10
GobletUCSDX2,33
GobletUCSDX20,1
GobletUCSDX21,4
GobletUCSDX23,5
GobletUCSDX24,51
GobletUCSDX25,41
GobletUCSDX27,7
GobletUCSDX28,32
GobletUCSDX29,28
GobletUCSDX3,43
GobletUCSDX30,33
GobletUCSDX31,42
GobletUCSDX33,13
GobletUCSDX35,48
GobletUCSDX36,35
GobletUCSDX37,45
GobletUCSDX38,46
GobletUCSDX39,7
GobletUCSDX4,54
GobletUCSDX40,36
GobletUCSDX41,37
GobletUCSDX42,54
GobletUCSDX43,35
GobletUCSDX44,611
GobletUCSDX46,1
GobletUCSDX47,2
GobletUCSDX49,3
GobletUCSDX50,16
GobletUCSDX51,8
GobletUCSDX53,34
GobletUCSDX58,18
GobletUCSDX59,31
GobletUCSDX6,34
GobletUCSDX61,36
GobletUCSDX62,6
GobletUCSDX63,3
GobletUCSDX64,42
GobletUCSDX69,59
GobletUCSDX7,6
GobletUCSDX72,2
GobletUCSDX76,52
GobletUCSDX77,9
GobletUCSDX78,45
GobletUCSDX8,6
GobletUCSDX9,55
IMD042,25
IMD071,3
IMD122,12
IMD123,3
IMD176,7
IMD231,38
IMD260,19
IMD265,43
IMD266,10
IMD283,5
IMD288,7
IMD291,7
IMD292,33
IMD294,15
IMD306,42
IMD311,1
IMD312,19
IMD314,18
IMD315,6
IMD320,33
IMD332,17
IMD335,4
IMD339,54
IMD347,35
IMD355,27
IMD356,33
IMD357,21
IMD366,21
IMD369,35
IMD370,19
IMD376,1
IMD381,10
IMUCSDX10,5
IMUCSDX11,23
IMUCSDX13,43
IMUCSDX14,32
IMUCSDX15,43
IMUCSDX18,28
IMUCSDX19,37
IMUCSDX2,5
IMUCSDX21,21
IMUCSDX23,3
IMUCSDX24,21
IMUCSDX25,59
IMUCSDX27,7
IMUCSDX28,19
IMUCSDX29,488
IMUCSDX3,9
IMUCSDX30,59
IMUCSDX31,34
IMUCSDX33,49
IMUCSDX35,67
IMUCSDX36,57
IMUCSDX37,58
IMUCSDX38,51
IMUCSDX39,34
IMUCSDX4,45
IMUCSDX40,41
IMUCSDX41,59
IMUCSDX42,59
IMUCSDX43,9
IMUCSDX44,61
IMUCSDX50,33
IMUCSDX51,45
IMUCSDX53,29
IMUCSDX58,12
IMUCSDX59,41
IMUCSDX6,34
IMUCSDX61,45
IMUCSDX62,11
IMUCSDX63,38
IMUCSDX64,41
IMUCSDX69,45
IMUCSDX7,37
IMUCSDX72,36
IMUCSDX76,49
IMUCSDX77,35
IMUCSDX78,43
IMUCSDX8,3
IMUCSDX9,38
LECD042,39
LECD071,3
LECD122,19
LECD123,14
LECD176,32
LECD231,13
LECD239,7
LECD260,3
LECD265,223
LECD266,4
LECD271,1
LECD283,4
LECD288,20
LECD291,17
LECD292,15
LECD294,9
LECD306,42
LECD311,3
LECD312,11
LECD314,47
LECD315,4
LECD320,4
LECD332,7
LECD335,3
LECD339,162
LECD347,68
LECD351,1
LECD355,19
LECD356,44
LECD357,8
LECD366,6
LECD369,20
LECD370,10
LECD376,3
LECD381,6
LECUCSDX10,4
LECUCSDX11,9
LECUCSDX13,41
LECUCSDX14,10
LECUCSDX15,29
LECUCSDX16,20
LECUCSDX18,10
LECUCSDX19,255
LECUCSDX2,9
LECUCSDX21,5
LECUCSDX23,9
LECUCSDX24,30
LECUCSDX25,7
LECUCSDX27,2
LECUCSDX28,29
LECUCSDX29,84
LECUCSDX3,1
LECUCSDX30,13
LECUCSDX31,96
LECUCSDX33,12
LECUCSDX35,14
LECUCSDX36,15
LECUCSDX37,7
LECUCSDX38,75
LECUCSDX39,10
LECUCSDX4,8
LECUCSDX40,72
LECUCSDX41,23
LECUCSDX42,93
LECUCSDX43,70
LECUCSDX44,91
LECUCSDX46,1
LECUCSDX47,4
LECUCSDX49,1
LECUCSDX50,45
LECUCSDX51,182
LECUCSDX52,5
LECUCSDX53,71
LECUCSDX58,28
LECUCSDX59,9
LECUCSDX6,17
LECUCSDX61,19
LECUCSDX62,34
LECUCSDX63,7
LECUCSDX64,35
LECUCSDX69,22
LECUCSDX7,125
LECUCSDX72,10
LECUCSDX76,18
LECUCSDX77,11
LECUCSDX78,32
LECUCSDX8,8
LECUCSDX9,30
MastD042,1
MastD071,1
MastD122,2
MastD123,2
MastD231,20
MastD260,8
MastD265,32
MastD266,17
MastD288,5
MastD292,29
MastD294,4
MastD306,13
MastD312,6
MastD314,2
MastD315,1
MastD320,17
MastD332,42
MastD347,1
MastD355,27
MastD356,72
MastD366,7
MastD369,6
MastD370,12
MastUCSDX10,1
MastUCSDX11,20
MastUCSDX13,63
MastUCSDX15,12
MastUCSDX16,5
MastUCSDX18,9
MastUCSDX19,11
MastUCSDX2,10
MastUCSDX23,2
MastUCSDX25,24
MastUCSDX28,9
MastUCSDX29,21
MastUCSDX3,1
MastUCSDX30,25
MastUCSDX31,6
MastUCSDX33,40
MastUCSDX35,4
MastUCSDX36,13
MastUCSDX37,6
MastUCSDX38,5
MastUCSDX39,6
MastUCSDX4,5
MastUCSDX40,50
MastUCSDX41,9
MastUCSDX42,23
MastUCSDX43,24
MastUCSDX44,17
MastUCSDX49,1
MastUCSDX50,5
MastUCSDX51,13
MastUCSDX52,1
MastUCSDX53,4
MastUCSDX58,3
MastUCSDX59,10
MastUCSDX6,16
MastUCSDX61,39
MastUCSDX62,10
MastUCSDX63,13
MastUCSDX64,17
MastUCSDX69,70
MastUCSDX7,3
MastUCSDX72,28
MastUCSDX76,28
MastUCSDX77,23
MastUCSDX78,38
MastUCSDX8,1
MastUCSDX9,4
MesotheliumD071,1
MesotheliumD231,1
MesotheliumD260,2
MesotheliumD265,4
MesotheliumD283,2
MesotheliumD291,1
MesotheliumD292,9
MesotheliumD294,1
MesotheliumD306,6
MesotheliumD314,3
MesotheliumD320,1
MesotheliumD332,1
MesotheliumD335,1
MesotheliumD339,2
MesotheliumD347,1
MesotheliumD355,1
MesotheliumD357,3
MesotheliumD366,2
MesotheliumD369,1
MesotheliumD370,3
MesotheliumD376,3
MesotheliumD381,8
MesotheliumUCSDX13,16
MesotheliumUCSDX15,18
MesotheliumUCSDX18,3
MesotheliumUCSDX19,10
MesotheliumUCSDX2,6
MesotheliumUCSDX20,1
MesotheliumUCSDX21,1
MesotheliumUCSDX23,1
MesotheliumUCSDX24,9
MesotheliumUCSDX25,1
MesotheliumUCSDX28,3
MesotheliumUCSDX3,1
MesotheliumUCSDX30,1
MesotheliumUCSDX31,7
MesotheliumUCSDX33,63
MesotheliumUCSDX35,1
MesotheliumUCSDX36,2
MesotheliumUCSDX40,1
MesotheliumUCSDX41,41
MesotheliumUCSDX42,150
MesotheliumUCSDX50,1
MesotheliumUCSDX51,1
MesotheliumUCSDX53,2
MesotheliumUCSDX59,3
MesotheliumUCSDX6,7
MesotheliumUCSDX63,6
MesotheliumUCSDX64,1
MesotheliumUCSDX7,1
MesotheliumUCSDX72,22
MesotheliumUCSDX76,11
MesotheliumUCSDX77,18
MesotheliumUCSDX78,1
MesotheliumUCSDX9,2
MOND042,5
MOND071,13
MOND116,8
MOND122,62
MOND123,30
MOND176,29
MOND231,36
MOND239,23
MOND260,33
MOND265,95
MOND266,19
MOND271,2
MOND283,1
MOND288,50
MOND291,35
MOND292,37
MOND294,25
MOND306,32
MOND311,2
MOND312,32
MOND314,445
MOND315,7
MOND320,14
MOND332,61
MOND335,3
MOND339,53
MOND347,50
MOND355,29
MOND356,41
MOND357,31
MOND366,43
MOND369,29
MOND370,18
MOND376,5
MOND381,29
MONUCSDX10,3
MONUCSDX11,3
MONUCSDX13,39
MONUCSDX14,20
MONUCSDX15,17
MONUCSDX16,7
MONUCSDX18,13
MONUCSDX19,49
MONUCSDX2,28
MONUCSDX20,1
MONUCSDX21,7
MONUCSDX23,6
MONUCSDX24,22
MONUCSDX25,34
MONUCSDX27,8
MONUCSDX28,45
MONUCSDX29,50
MONUCSDX3,31
MONUCSDX30,42
MONUCSDX31,32
MONUCSDX33,24
MONUCSDX35,43
MONUCSDX36,51
MONUCSDX37,53
MONUCSDX38,44
MONUCSDX39,14
MONUCSDX4,21
MONUCSDX40,57
MONUCSDX41,54
MONUCSDX42,48
MONUCSDX43,21
MONUCSDX44,55
MONUCSDX46,1
MONUCSDX47,1
MONUCSDX49,1
MONUCSDX50,42
MONUCSDX51,53
MONUCSDX52,4
MONUCSDX53,33
MONUCSDX58,30
MONUCSDX59,24
MONUCSDX6,11
MONUCSDX61,12
MONUCSDX62,4
MONUCSDX63,7
MONUCSDX64,23
MONUCSDX69,10
MONUCSDX7,46
MONUCSDX72,7
MONUCSDX76,13
MONUCSDX77,4
MONUCSDX78,22
MONUCSDX8,28
MONUCSDX9,20
MulticiliatedD042,43
MulticiliatedD071,10
MulticiliatedD116,13
MulticiliatedD122,55
MulticiliatedD123,22
MulticiliatedD176,55
MulticiliatedD231,42
MulticiliatedD239,2
MulticiliatedD260,7
MulticiliatedD265,42
MulticiliatedD266,4
MulticiliatedD271,23
MulticiliatedD283,33
MulticiliatedD288,23
MulticiliatedD291,25
MulticiliatedD292,34
MulticiliatedD294,19
MulticiliatedD305,3
MulticiliatedD306,52
MulticiliatedD311,2
MulticiliatedD312,34
MulticiliatedD314,46
MulticiliatedD315,20
MulticiliatedD320,24
MulticiliatedD332,5
MulticiliatedD335,44
MulticiliatedD339,319
MulticiliatedD347,34
MulticiliatedD351,1
MulticiliatedD355,40
MulticiliatedD356,7
MulticiliatedD357,6
MulticiliatedD366,7
MulticiliatedD369,10
MulticiliatedD370,19
MulticiliatedD371,4
MulticiliatedD376,29
MulticiliatedD381,23
MulticiliatedUCSDX10,28
MulticiliatedUCSDX11,37
MulticiliatedUCSDX13,38
MulticiliatedUCSDX14,74
MulticiliatedUCSDX15,44
MulticiliatedUCSDX16,2
MulticiliatedUCSDX18,51
MulticiliatedUCSDX19,27
MulticiliatedUCSDX2,26
MulticiliatedUCSDX21,2
MulticiliatedUCSDX23,23
MulticiliatedUCSDX24,56
MulticiliatedUCSDX25,31
MulticiliatedUCSDX27,10
MulticiliatedUCSDX28,19
MulticiliatedUCSDX29,22
MulticiliatedUCSDX3,34
MulticiliatedUCSDX30,5
MulticiliatedUCSDX31,23
MulticiliatedUCSDX33,22
MulticiliatedUCSDX35,27
MulticiliatedUCSDX36,34
MulticiliatedUCSDX37,32
MulticiliatedUCSDX38,37
MulticiliatedUCSDX39,11
MulticiliatedUCSDX4,48
MulticiliatedUCSDX40,54
MulticiliatedUCSDX41,32
MulticiliatedUCSDX42,72
MulticiliatedUCSDX43,32
MulticiliatedUCSDX44,66
MulticiliatedUCSDX46,2
MulticiliatedUCSDX49,3
MulticiliatedUCSDX50,34
MulticiliatedUCSDX51,15
MulticiliatedUCSDX52,2
MulticiliatedUCSDX53,25
MulticiliatedUCSDX58,39
MulticiliatedUCSDX59,37
MulticiliatedUCSDX6,47
MulticiliatedUCSDX61,25
MulticiliatedUCSDX62,12
MulticiliatedUCSDX63,14
MulticiliatedUCSDX64,62
MulticiliatedUCSDX69,62
MulticiliatedUCSDX7,11
MulticiliatedUCSDX72,5
MulticiliatedUCSDX76,58
MulticiliatedUCSDX77,19
MulticiliatedUCSDX78,45
MulticiliatedUCSDX8,3
MulticiliatedUCSDX9,49
Myeloid.pD042,1
Myeloid.pD122,1
Myeloid.pD176,1
Myeloid.pD231,17
Myeloid.pD266,1
Myeloid.pD292,1
Myeloid.pD306,61
Myeloid.pD370,11
Myeloid.pUCSDX14,1
Myeloid.pUCSDX21,1
Myeloid.pUCSDX23,2
Myeloid.pUCSDX24,1
Myeloid.pUCSDX28,1
Myeloid.pUCSDX29,4
Myeloid.pUCSDX31,2
Myeloid.pUCSDX33,2
Myeloid.pUCSDX37,1
Myeloid.pUCSDX38,2
Myeloid.pUCSDX4,1
Myeloid.pUCSDX40,2
Myeloid.pUCSDX42,4
Myeloid.pUCSDX53,1
Myeloid.pUCSDX59,3
Myeloid.pUCSDX61,1
Myeloid.pUCSDX63,1
Myeloid.pUCSDX64,3
Myeloid.pUCSDX69,7
Myeloid.pUCSDX72,1
Myeloid.pUCSDX76,3
Myeloid.pUCSDX77,3
Myeloid.pUCSDX78,1
Myeloid.pUCSDX9,8
NKD042,1
NKD071,5
NKD116,2
NKD122,40
NKD176,2
NKD231,44
NKD239,1
NKD260,38
NKD265,56
NKD266,40
NKD271,3
NKD283,3
NKD288,47
NKD291,1
NKD292,58
NKD294,48
NKD306,26
NKD312,38
NKD314,46
NKD315,7
NKD320,16
NKD332,45
NKD335,1
NKD339,36
NKD347,56
NKD355,25
NKD356,17
NKD357,5
NKD366,39
NKD369,37
NKD370,22
NKD371,5
NKD376,2
NKD381,7
NKUCSDX10,2
NKUCSDX11,10
NKUCSDX13,51
NKUCSDX14,21
NKUCSDX15,2
NKUCSDX16,6
NKUCSDX18,2
NKUCSDX19,11
NKUCSDX2,41
NKUCSDX20,2
NKUCSDX21,13
NKUCSDX23,21
NKUCSDX24,17
NKUCSDX25,351
NKUCSDX27,3
NKUCSDX28,12
NKUCSDX29,66
NKUCSDX30,369
NKUCSDX31,11
NKUCSDX33,41
NKUCSDX35,8
NKUCSDX36,53
NKUCSDX37,38
NKUCSDX38,65
NKUCSDX39,11
NKUCSDX4,12
NKUCSDX40,176
NKUCSDX41,31
NKUCSDX42,44
NKUCSDX43,37
NKUCSDX44,42
NKUCSDX49,4
NKUCSDX50,14
NKUCSDX51,8
NKUCSDX52,6
NKUCSDX53,40
NKUCSDX58,40
NKUCSDX59,17
NKUCSDX6,23
NKUCSDX61,24
NKUCSDX62,5
NKUCSDX63,11
NKUCSDX64,24
NKUCSDX69,12
NKUCSDX7,48
NKUCSDX72,6
NKUCSDX76,17
NKUCSDX77,4
NKUCSDX78,8
NKUCSDX8,15
NKUCSDX9,47
Peribronchial.FBD042,8
Peribronchial.FBD071,6
Peribronchial.FBD116,1
Peribronchial.FBD122,42
Peribronchial.FBD123,6
Peribronchial.FBD176,10
Peribronchial.FBD231,20
Peribronchial.FBD239,6
Peribronchial.FBD260,10
Peribronchial.FBD265,44
Peribronchial.FBD266,23
Peribronchial.FBD271,1
Peribronchial.FBD283,11
Peribronchial.FBD288,68
Peribronchial.FBD291,41
Peribronchial.FBD292,58
Peribronchial.FBD294,35
Peribronchial.FBD306,187
Peribronchial.FBD312,7
Peribronchial.FBD314,178
Peribronchial.FBD315,13
Peribronchial.FBD320,18
Peribronchial.FBD332,58
Peribronchial.FBD339,69
Peribronchial.FBD347,11
Peribronchial.FBD351,1
Peribronchial.FBD355,51
Peribronchial.FBD356,7
Peribronchial.FBD357,4
Peribronchial.FBD366,25
Peribronchial.FBD369,15
Peribronchial.FBD370,26
Peribronchial.FBD371,2
Peribronchial.FBD376,17
Peribronchial.FBD381,3
Peribronchial.FBUCSDX10,2
Peribronchial.FBUCSDX11,4
Peribronchial.FBUCSDX13,24
Peribronchial.FBUCSDX14,15
Peribronchial.FBUCSDX15,9
Peribronchial.FBUCSDX16,4
Peribronchial.FBUCSDX18,13
Peribronchial.FBUCSDX19,40
Peribronchial.FBUCSDX2,1
Peribronchial.FBUCSDX21,1
Peribronchial.FBUCSDX23,2
Peribronchial.FBUCSDX24,6
Peribronchial.FBUCSDX25,146
Peribronchial.FBUCSDX27,1
Peribronchial.FBUCSDX28,10
Peribronchial.FBUCSDX29,97
Peribronchial.FBUCSDX3,8
Peribronchial.FBUCSDX30,64
Peribronchial.FBUCSDX31,8
Peribronchial.FBUCSDX33,19
Peribronchial.FBUCSDX35,26
Peribronchial.FBUCSDX36,50
Peribronchial.FBUCSDX37,35
Peribronchial.FBUCSDX38,29
Peribronchial.FBUCSDX39,4
Peribronchial.FBUCSDX4,24
Peribronchial.FBUCSDX40,20
Peribronchial.FBUCSDX41,27
Peribronchial.FBUCSDX42,58
Peribronchial.FBUCSDX43,15
Peribronchial.FBUCSDX44,21
Peribronchial.FBUCSDX50,3
Peribronchial.FBUCSDX51,18
Peribronchial.FBUCSDX53,4
Peribronchial.FBUCSDX58,4
Peribronchial.FBUCSDX59,17
Peribronchial.FBUCSDX6,12
Peribronchial.FBUCSDX61,12
Peribronchial.FBUCSDX62,4
Peribronchial.FBUCSDX63,6
Peribronchial.FBUCSDX64,35
Peribronchial.FBUCSDX69,36
Peribronchial.FBUCSDX7,24
Peribronchial.FBUCSDX72,10
Peribronchial.FBUCSDX76,23
Peribronchial.FBUCSDX77,7
Peribronchial.FBUCSDX78,11
Peribronchial.FBUCSDX8,1
Peribronchial.FBUCSDX9,44
PericyteD042,3
PericyteD122,7
PericyteD123,13
PericyteD176,10
PericyteD231,27
PericyteD239,5
PericyteD260,7
PericyteD265,7
PericyteD266,28
PericyteD288,10
PericyteD291,5
PericyteD292,17
PericyteD294,15
PericyteD306,275
PericyteD312,36
PericyteD314,5
PericyteD315,4
PericyteD320,42
PericyteD332,3
PericyteD339,60
PericyteD347,1
PericyteD355,36
PericyteD356,4
PericyteD357,2
PericyteD366,2
PericyteD369,28
PericyteD370,14
PericyteD376,9
PericyteD381,5
PericyteUCSDX11,6
PericyteUCSDX13,4
PericyteUCSDX15,4
PericyteUCSDX16,5
PericyteUCSDX19,21
PericyteUCSDX2,3
PericyteUCSDX21,1
PericyteUCSDX23,14
PericyteUCSDX24,1
PericyteUCSDX25,12
PericyteUCSDX28,10
PericyteUCSDX29,11
PericyteUCSDX30,8
PericyteUCSDX33,8
PericyteUCSDX35,2
PericyteUCSDX36,7
PericyteUCSDX38,19
PericyteUCSDX39,2
PericyteUCSDX4,5
PericyteUCSDX40,5
PericyteUCSDX41,3
PericyteUCSDX42,13
PericyteUCSDX43,10
PericyteUCSDX44,12
PericyteUCSDX50,4
PericyteUCSDX51,3
PericyteUCSDX52,2
PericyteUCSDX53,1
PericyteUCSDX58,8
PericyteUCSDX59,70
PericyteUCSDX6,2
PericyteUCSDX61,42
PericyteUCSDX62,9
PericyteUCSDX63,27
PericyteUCSDX64,30
PericyteUCSDX69,42
PericyteUCSDX7,18
PericyteUCSDX72,50
PericyteUCSDX76,18
PericyteUCSDX77,5
PericyteUCSDX78,7
PericyteUCSDX9,5
PlasmaD071,1
PlasmaD122,7
PlasmaD123,3
PlasmaD231,2
PlasmaD260,4
PlasmaD265,17
PlasmaD266,1
PlasmaD283,1
PlasmaD288,6
PlasmaD291,2
PlasmaD294,7
PlasmaD306,3
PlasmaD312,3
PlasmaD314,4
PlasmaD315,1
PlasmaD320,13
PlasmaD332,11
PlasmaD339,7
PlasmaD347,10
PlasmaD355,5
PlasmaD356,5
PlasmaD357,1
PlasmaD366,8
PlasmaD369,4
PlasmaD370,1
PlasmaUCSDX11,3
PlasmaUCSDX13,60
PlasmaUCSDX14,6
PlasmaUCSDX15,54
PlasmaUCSDX18,5
PlasmaUCSDX19,2
PlasmaUCSDX2,3
PlasmaUCSDX21,19
PlasmaUCSDX23,1
PlasmaUCSDX24,6
PlasmaUCSDX25,97
PlasmaUCSDX28,43
PlasmaUCSDX29,77
PlasmaUCSDX30,49
PlasmaUCSDX31,14
PlasmaUCSDX33,11
PlasmaUCSDX35,10
PlasmaUCSDX36,8
PlasmaUCSDX37,2
PlasmaUCSDX38,19
PlasmaUCSDX4,65
PlasmaUCSDX40,22
PlasmaUCSDX41,2
PlasmaUCSDX42,69
PlasmaUCSDX43,26
PlasmaUCSDX44,108
PlasmaUCSDX46,1
PlasmaUCSDX47,1
PlasmaUCSDX50,4
PlasmaUCSDX51,7
PlasmaUCSDX52,1
PlasmaUCSDX53,15
PlasmaUCSDX58,2
PlasmaUCSDX59,8
PlasmaUCSDX6,6
PlasmaUCSDX61,22
PlasmaUCSDX62,3
PlasmaUCSDX63,38
PlasmaUCSDX64,27
PlasmaUCSDX69,19
PlasmaUCSDX7,13
PlasmaUCSDX76,31
PlasmaUCSDX77,5
PlasmaUCSDX78,3
PlasmaUCSDX9,6
PlateletD042,2
PlateletD071,6
PlateletD122,21
PlateletD123,1
PlateletD176,2
PlateletD231,9
PlateletD239,3
PlateletD260,8
PlateletD265,12
PlateletD266,4
PlateletD283,4
PlateletD288,21
PlateletD291,4
PlateletD292,39
PlateletD294,21
PlateletD306,48
PlateletD312,3
PlateletD314,16
PlateletD315,1
PlateletD320,6
PlateletD332,19
PlateletD335,3
PlateletD339,12
PlateletD347,1
PlateletD355,15
PlateletD357,2
PlateletD366,8
PlateletD369,10
PlateletD370,7
PlateletD371,1
PlateletD376,4
PlateletUCSDX11,3
PlateletUCSDX13,4
PlateletUCSDX15,3
PlateletUCSDX16,1
PlateletUCSDX19,5
PlateletUCSDX23,4
PlateletUCSDX24,5
PlateletUCSDX25,18
PlateletUCSDX28,4
PlateletUCSDX29,22
PlateletUCSDX30,22
PlateletUCSDX31,1
PlateletUCSDX33,16
PlateletUCSDX35,1
PlateletUCSDX36,5
PlateletUCSDX37,3
PlateletUCSDX38,5
PlateletUCSDX39,2
PlateletUCSDX4,6
PlateletUCSDX40,4
PlateletUCSDX41,5
PlateletUCSDX42,8
PlateletUCSDX44,5
PlateletUCSDX50,1
PlateletUCSDX51,3
PlateletUCSDX53,1
PlateletUCSDX58,1
PlateletUCSDX59,3
PlateletUCSDX6,3
PlateletUCSDX61,8
PlateletUCSDX62,1
PlateletUCSDX63,3
PlateletUCSDX64,12
PlateletUCSDX69,17
PlateletUCSDX7,4
PlateletUCSDX72,6
PlateletUCSDX76,6
PlateletUCSDX77,7
PlateletUCSDX78,2
PlateletUCSDX8,2
PlateletUCSDX9,11
PVECD042,26
PVECD071,9
PVECD116,3
PVECD122,38
PVECD123,32
PVECD176,49
PVECD231,21
PVECD239,8
PVECD260,9
PVECD265,143
PVECD266,44
PVECD271,1
PVECD283,3
PVECD288,23
PVECD291,15
PVECD292,16
PVECD294,21
PVECD306,176
PVECD312,69
PVECD314,15
PVECD315,1
PVECD320,7
PVECD332,13
PVECD335,3
PVECD339,151
PVECD347,55
PVECD355,25
PVECD356,8
PVECD357,3
PVECD366,10
PVECD369,14
PVECD370,43
